,salary,Company,Size,Industry,SectorType,Skills,Rating,Title,City,State,Python,Excel,SQL,R Shiny,Tableau,MySQL,Hive,SAS,Hadoop,Sector,Low-Salary,High-Salary
564,Est. Salary $48k-$61k,Apria Healthcare,,,,,,,,,,,,,,,,,,, 48,61
565,Est. Salary $45k-$81k,SoCalTechRecruiter.com,,,,,,,,,,,,,,,,,,, 45,81
566,Est. Salary $46k-$60k,Orange County Government,1001 to 5000 employees,Government,Government,"Description Benefits Supplemental Questions

The Orange County Department of Social Services has openings for two Research and Data Analysts. Under general supervision, an employee in this class is primarily responsible for the collection and analysis of data relating to all Department of Social Services programs.

One of the analysts will facilitate collaboration between five human service departments (Social Services; Public Health; Aging; Child Support Services; and Housing, Human Rights and Community Development) by performing cross-departmental data collection and analysis, including written and oral presentations. Research topics will include issues that affect human service clients such as housing, food access, poverty, and transportation.

The employees provide technical expertise in analyzing data, and perform research and analysis in support of the department's programs and other programs shared among other County departments. An employee of this class is responsible for performing various activities concerned with planning and research studies. These include the collection of data, the analysis, evaluation, interpretation and reporting of current and/or proposed operating programs as well as policies and legislation related to such programs for the purpose of evaluating actual and potential effectiveness in achieving objectives, and for providing advice and consultation to management and administrative personnel. The employees will be required to apply statistical techniques and data analysis in order to develop or modify program objectives and operations, requiring knowledge of research methodology and program operations. Employees in this class will be required to demonstrate independent judgment within the guidelines of established local government procedures, local ordinances and North Carolina General Statutes governing the responsibilities of local government operations. Does related work as required.

Examples of Duties:Examples of Essential Functions: Following are examples of typical work activities and responsibilities. The incumbent may be responsible for performing other related duties and responsibilities as required or assigned. A position may not include all the work examples given, nor does the list include all that may be assigned.

Provides advice and consultation to program and departmental administrators, managers on such matters as the improvement of program effectiveness, the interpretation of study findings relevant to the program, and implications of policy or legislative changes on affected programs, and the most effective alternative in terms of direct benefit to such programs;

Design research projects, collect and analyze qualitative and quantitative data, and share results of analysis.

Selects the appropriate methods to follow in validating, analyzing and evaluating data considering the character and sources of data and the statistical tools to be used;

Collects data using departmental statistics and records, on-site investigations, discussions with operating personnel, and other sources;

Conducts evaluative analysis of a variety of program areas including policy, procedure, objectives, cost effectiveness, staff utilization, etc.;

Identifies actual or potential problem areas, trends, program accomplishments and related factors;

Monitors and measures the progress toward program goals and determines the soundness of program objectives;

Identifies new program needs considering overall departmental goals, community or population needs, and other relevant conditions and trends;

Develops and recommends program objectives, policies and procedures to improve program effectiveness;

Prepares forecasts of factors that may directly affect program operations for use in program planning activities;

Prepares and/or supplies necessary information for mandated reports or in response to requests for information;

Presents results of studies or investigations to management and operating officials, covering conclusions and recommendations based on the analysis and evaluations.

One of the analysts will be responsible for coordinating and facilitating regular meetings on data collaboration with analysts from the five human service departments in order to establish a cross-departmental data-driven culture as well as coordinating and facilitating regular meetings on shared challenges with the five human service department directors.

Typical Qualifications:REQUIRED KNOWLEDGE, SKILLS, ABILITIES AND ATTRIBUTES:
Knowledge of the principles and techniques of conducting research utilizing statistical and costing methods;
Knowledge of the principles of public administration; good knowledge of data collection techniques; familiarity with modern electronic data processing techniques and the capability of data processing equipment;
Familiarity with the subject department program operations, goals, and objectives; familiarity with appropriate laws, rules, regulations and procedures governing the operation of the subject department and its programs;
Skill in analyzing data, problem solving, decision making, and report writing.
Ability to design effective questionnaires, reporting procedures, and statistical tables;
Ability to convey specific factual and analytical information in both oral and written reports;
Ability to organize and analyze data;
Ability to establish and maintain effective working relationships with others;
Ability to plan and carry out program studies;
Ability to effectively use computer applications such as spreadsheets, word processing, calendar, email and database software in performing work assignments;
Initiative; creativity; resourcefulness; thoroughness; dependability; good judgment; physical condition commensurate with the demands of the position.
MINIMUM ACCEPTABLE TRAINING AND EXPERIENCE:

Requires a Bachelor's degree in business, public administration, finance or a related field, and two years of experience involving statistical research in program areas which include experience in data analysis, strategic planning, program / policy evaluation, management, preferably in local government knowledge or any equivalent combination of education, training, and experience, which provides the required knowledge, skills, and abilities.

Requires strong written and oral communication skills for presenting information.

Requires the ability to effectively coordinate groups at various levels of leadership across county departments.

Prefer applicant with a Master's Degree in a human services or public administration field.

Supplemental Information:PHYSICAL REQUIREMENTS

Must be able to perform the basic life operational support functions of seeing, hearing, reaching, pulling, lifting, fingering, grasping, talking and repetitive motions of the wrists/hands/fingers.

Work is sedentary and may require exerting up to 10 pounds of force occasionally.

Worker is subjected to long periods of sitting.

Must have close visual acuity to perform extensive reading, operate and computer terminal and perform mathematical calculations.

Worker is subjected to inside environmental conditions.

Worker is not typically subjected to adverse environmental conditions.

Equal Opportunity/Affirmative Action Employer/Women/Minorities/Veterans/Disabilities",3.4,Research and Data Analyst, – Hillsborough, NC,False,False,False,True,False,False,False,False,False,Government, 46,60
567,Est. Salary $45k-$57k,KA Hamilton & Associates,51 to 200 employees,Business Services,Contract,"We need entry level Data Analyst who will Query data, and can learn customers data systems.
Understand SQL and data manipulation commands: Insert, Merge, Update, Delete
Understand types of files used to transfer data: Delimited (CSV, TXT, custom delimiters) and XML filetype
Strong documentation skills
Questioning attitude
Must be a US Citizen or perm resident

Generally speaking we are looking for people with expertise related to the following:
SQL/Oracle
exposure to ETL (extract, transform, load)
Must be U.S. Citizen",3.0,Data Analyst, – Pittsburgh, PA,False,False,False,False,False,False,False,False,False,SubsidiaryorBusiness Segment, 45,57
568,Est. Salary $38k-$59k,Freedman Healthcare,1 to 50 employees,Business Services,Company - Private,"Job Responsibilities:
Collaborate with technical and ETL team members for overall evolution and development of DataMart, new data tools and dashboards, and data quality / recon tools
Support new establishment activities within the Analytics Roadmap, with a strong focus on testing/validation of new marts / subject areas and/or functionalities
Analyze and fix data issues within the DataMart
lead QA/validation work performed by other State team data members and external contractors/consultants
Train, assist and collaborate with HealthSource RI and EOHHS analytics data team members
The position may also include the following ETL and Report Developer responsibilities:
Collaboratewith vendor on design items and validation of DataMart ETL
Coordinate with reporting teams on creation of new reporting tools / dashboards
Implementsmall technical maintenance and operation improvements e.g., creation of AHS data pull scripts to feed demographic information into the CRM, along with associated triggers and naming conventions
Implementdata quality tools within the data marts
Implementnewdatasources of small complexity e.g., Google Analytics data
Supportlarge-scale data pulls (e.g., audits) if other team members are otherwise engaged
Qualifications/Requirements:
Expertise in SQL
Proficient in Microsoft Office, strong Excel skills a must
Minimum of BA or BS in Mathematics, Economics, or related field
3+ years of experience working with health data or related analytics
Ability to efficiently manage multiple work streams and analyses
Experience cleaning and validating data
Understanding of health care data and general health care landscape
Knowledge of Tableau
Competencies:
Thrive in an ever changing environment.
Ability to multi-task and prioritize effectively.
Self-motivated, able to work independently.
Proven ability to meet deadlines.
Willingness to learn and expand knowledge.
Organizational skills, with strong attention to detail.
Strong team player"," – Providence, RI",Data Integration Analyst,,,False,True,False,True,True,False,False,False,False,Private, 38,59
569,Est. Salary $38k-$59k,Freedman Healthcare,1 to 50 employees,Business Services,Company - Private,"Freedman HealthCare LLC (FHC) is a Massachusetts-based consulting firm that specializes in performance measurement and improvement in health care, health analytics and health care reform.

Job Responsibilities:
Overall: Provide regular and ad hoc data analysis for Medicaid and HSRI leadership and team members upon request.
Provide analytic support of HSRI and Medicaid general operations, responses to legislative and other RI processes
Provide analytic support to assess program performance; identify budget, enrollment and utilization trends; and opportunities to maximize program efficiencies
Assist HSRI and Medicaid leadership with identification of potential problematic fiscal, utilization or access trends
Develop, review, and disseminate federal, state and programmatic reports. These include but are not limited to the following reports:
Centers for Medicare and Medicaid Services (CMS)
CMS quarterly financial reports
Annual expenditure reports
Legislative reports, as required
Medicaid and HSRI special topic reports as requested
Perform other data and reporting tasks as requested by HSRI and Medicaid leadership
Report to the HSRI Data and Analytics Lead
Qualifications/Requirements:
Expertise in SQL
Proficient in Microsoft Office, strong Excel skills a must
Minimum of BA or BS in Mathematics, Economics, or related field
3+ years of experience working with health data or related analytics
Ability to efficiently manage multiple work streams and analyses
Experience cleaning and validating data
Understanding of health care data and general health care landscape
Experience using Cognos and/or Tableau
Strong technical skills, including ETL, a plus
Competencies
Thrive in an ever changing environment.
Ability to multi-task and prioritize effectively.
Self-motivated, able to work independently.
Proven ability to meet deadlines.
Willingness to learn and expand knowledge.
Organizational skills, with strong attention to detail.
Strong team player"," – Providence, RI",Data Reporting Analyst,,,False,True,False,True,True,False,False,False,False,Private, 38,59
570,Est. Salary $52k-$93k,Linium Recruiting,201 to 500 employees,Business Services,Subsidiary or Business Segment,"We are in search of candidates for aPharmaceutical Data Analyst role in the Albany, NY area. In this role you will participate in support activities related to the development and testing of IT solutions to report process data. This will involve using avalidation-ready platform for process and quality data access, analysis and reporting. This is a 1-year contract opportunity that provides the chance to work in a cutting edge, innovative and highly growing organization!

Essential duties and responsibilities:
This role will be a part of a Software Applications team and will be responsible for analyzing data source systems including Paper Records, Electronic Systems, collating data and preparing results sheets to support the testing and validation of new and updated hierarchies.
Participates in performing functional testing in support of the development and validation activities of Application software development projects.
Coordinate project meetings with the IT team members and external vendors to communicate feedback on project scope, timeline, deliverables and progress.
Assist in automation of current processes to continuously improve
Design and build databases to gather business information- for analysis, querying and reporting
Successful candidates will possess the following skills, education and experience:
BS in science, computer science or related field
1-3 years’ relevant experience
Previous cGMP or regulated environment experience is desirable
Knowledge of biologics processes and manufacturing operations is desirable
Must have good communication skills, keen attention to detail and an ability to meet aggressive timelines
Why Work With Linium?
Looking for a job is difficult; we’re here to make it easier for you. How? We search for opportunities in our extensive database of openings, schedule interviews, and follow up with employers, opening doors and saving you valuable time. We help perfect your resume, sharpen your interviewing skills, and guide you through the complex hiring process. We have the flexibility and technology to work with you on your schedule, day or night, in person or online. We always treat you with the care and respect you deserve. And we don’t stop until you succeed, which means finding not just any job, but the right job.

Visit us atwww.liniumrecruiting.com or onGlassdoor,LinkedIn, Facebook,Twitter, orInstagram

CONFIDENTIAL | COMPASSIONATE | COMPLIMENTARY SERVICES

For more details on this role contact:
Denise Anderson, Operations Manager @ 518-689-3150 ordenise.anderson@linium.com

Linium is a proud winner of theBest Places to Work 2016,Inavero’s 2017 Best of Staffing® Client Award & Named by Forbes as One ofAmerica’s Best Professional Recruiting Firms

As an Equal Opportunity / Affirmative Action Employer, by choice, Linium will not discriminate in its employment practices due to an applicant’s race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), sexual orientation, gender identity or expression, age, national origin, marital status, citizenship, physical and mental disability, criminal record, genetic information, predisposition or carrier status, status with respect to receiving public assistance, domestic violence victim status, a disabled, special, recently separated, active duty wartime, campaign badge, Armed Forces service medal veteran, or any other characteristics protected under applicable law.",4.4,Pharmaceutical Data Analyst, – Albany, NY,False,False,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 52,93
571,Est. Salary $52k-$93k,Linium Recruiting,201 to 500 employees,Business Services,Subsidiary or Business Segment,"Linium's client is seeking a Market Data Research Analyst at their New York, New York location

Responsibilities:
Maintaining up to date market data subscription inventory, resolving subscription issues/requests, work with internal clients and vendors to ensure requests are handled timely and accurately within the group's defined performance
Able to be flexible in a fast-paced environment by producing and analyzing market data inventory reports on an ad-hoc basis
Maintain and develop documentation for operational procedures
Liaise with internal application teams to ensure market data products are used within the scope of service boundaries
Contribute to the market data cost reporting framework and respond to ad-hoc report requests
Research products to meet new business requirements or alternatives to achieve cost savings goals
Requirements:
Market data Administration experience, knowledge and skills are required, preferably in an investment bank/financial services environment
Working knowledge of MDM from MDSL or alternate inventory tools
Should possess a working knowledge of licensing models and provisioning on market data products and systems
Good analytical, problem solving and communication skills
Working knowledge of Microsoft Office technologies - especially Excel with Pivot Knowledge and Macros /Formulas
Ability to work under pressure and in a constantly expedited fashion is required
AA/BA Degree in financial/business discipline preferred
Why Work With Linium?
Why Consider a Contract/Temp Role?
Find jobs with companies that may rely only on Firms for hiring
Placements in our Contract and Contract/Temp to Perm jobs convert to full time nearly 100% of the time
Get a foot in the door with an amazing company, while earning a paycheck
Use your assignment to evaluate your future employer and make sure it is a good fit for you
Use the positions to fill in the ""gap” while you're looking for a permanent role
Develop new skills, experiences & references –build your resume
Linium's services are FREE to all job seekers!
Visit us online at:www.liniumrecruiting.com
What to expect once you've applied:
Once your resume has been received, The Linium team will review your credentials to match your qualifications against all of the open positions, including the one you applied for. If you are qualified for any of the current job openings, a member of the Linium team will contact you.

We Care!
We understand job searching is stressful! We know that finding a better job to advance your career and your income is important. We will be there every step of the way helping you navigate through the complexities of job searching in today's economy.

As an Equal Opportunity / Affirmative Action Employer, by choice, Linium will not discriminate in its employment practices due to an applicant's race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), sexual orientation, gender identity or expression, age, national origin, marital status, citizenship, physical and mental disability, criminal record, genetic information, predisposition or carrier status, status with respect to receiving public assistance, domestic violence victim status, a disabled, special, recently separated, active duty wartime, campaign badge, Armed Forces service medal veteran, or any other characteristics protected under applicable law.",4.4,Data Marketing Analyst, – New York, NY,False,True,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 52,93
572,Est. Salary $52k-$93k,Linium Recruiting,201 to 500 employees,Business Services,Subsidiary or Business Segment,"Static Data Analyst-Operations

Our client, an international broker dealer is seeking a data analyst to join their operations group in New York.
The Static Data analyst provides support for client and product data set-up and maintenance in various systems and applications, across multiple business lines. The quality and integrity of static data is essential to the business process, as is the control and ongoing maintenance, with impact reaching from Client on-boarding, trading, confirmation and settlement through to regulatory reporting.

Day to day responsibilities:
Responsible for the data capture and ongoing maintenance of settlement instructions.
Liaise with Clients covering new business.
Resolve problems independently and escalate as required.
Identify and implement process improvements
Participate in testing of system implementation
Perform regular controls (SOX and daily reports)
Gather data from various internal and external sources (client files, electronic files) to complete the Know-Your-Customer data profile
Communicate with Relevant Ops and Compliance Areas regarding the set-up of new clients
Understand Client and SSI processes
Participate in delivery of key tactical technology implementation
Monitor daily databases, coordinate validation for new accounts
Requirements:
Team player
0-2 years of financial services experience or a recent garduate with Financial services internships.
Excellent communication skills- verbal and written
Highly motivated and driven
Strong problem solving and analytical skills
Ability to work independently
Excellent time management skills
Microsoft Excel, Work and Power point skills
Client knowledge a plus",4.4,Static Data Analyst, – New York, NY,False,True,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 52,93
573,Est. Salary $52k-$93k,Linium Recruiting,201 to 500 employees,Business Services,Subsidiary or Business Segment,"We are actively recruiting and recommending top candidates for a direct hire opportunity as a Business Intelligence Data Analyst for one of our client’s in the healthcare industry located in Albany, NY! The Data Analyst finds and compiles data, creates and delivers reports, recommends and implements solutions that will support and drive business based decisions to facilitate performance improvement for the delivery of healthcare. If you possess math, science, or technology skills with BI/Data Analysis experience this could be your next opportunity!

Successful candidates will possess the following skills, education and experience:
Associate’s Degree required
5-10 years’ experience finding and gathering data/information across domains, analyzing data, monitoring enterprise scale systems, identifying trends and implementing complex solutions
Expert in business intelligence tools and metadata ideally with tools such as R or QlikView
Any healthcare knowledge or experience is a plus
Why Work With Linium?
Looking for a job is difficult; we’re here to make it easier for you. How? We search for opportunities in our extensive database of openings, schedule interviews, and follow up with employers, opening doors and saving you valuable time. We help perfect your resume, sharpen your interviewing skills, and guide you through the complex hiring process. We have the flexibility and technology to work with you on your schedule, day or night, in person or online. We always treat you with the care and respect you deserve. And we don’t stop until you succeed, which means finding not just any job, but the right job.

Visit us atwww.liniumrecruiting.com or onGlassdoor,LinkedIn, Facebook,Twitter, orInstagram

CONFIDENTIAL | COMPASSIONATE | COMPLIMENTARY SERVICES

For more details on this role contact:
Amy Stringer, Operations Manager @ 518-689-0703 oramy.stringer@linium.com

Linium is a proud winner ofInavero’s 2017 Best of Staffing® Client Award & Named by Forbes as One ofAmerica’s Best Professional Recruiting Firms

As an Equal Opportunity / Affirmative Action Employer, by choice, Linium will not discriminate in its employment practices due to an applicant’s race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), sexual orientation, gender identity or expression, age, national origin, marital status, citizenship, physical and mental disability, criminal record, genetic information, predisposition or carrier status, status with respect to receiving public assistance, domestic violence victim status, a disabled, special, recently separated, active duty wartime, campaign badge, Armed Forces service medal veteran, or any other characteristics protected under applicable law.",4.4,Business Intelligence Data Analyst- Healthcare, – Albany, NY,False,False,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 52,93
574,Est. Salary $71k-$96k,Qualcomm,10000+ employees,Information Technology,Company - Public (QCOM),"Job Id N1956580
Job Title Systems Analyst (Big Data)
Post Date 06/23/2017
Company - Division Qualcomm Incorporated - Information Technology
Job Area Information Technology
Location California - San Diego
Job Overview Responsibilities:
Demonstrate an understanding of business and technical requirements for each assigned project
Demonstrate an understanding of system performance expectations for dashboards and reports being developed
Produce code to meet standards for each assigned task Perform unit testing
Use Big data technologies to enrich and transform data, perform data analytics & create data models for machine learning
Work as part of a team to meet or exceed customer expectations
Follow and demonstrate an understanding of adopted processes/methodologies
Ability to design, develop, maintain and support Engineering Analytics applications "" id=""hdnJobOverview"">Are you passionate about Data? Big Data? Do you want to work with cutting edge Big Data software? Do you love creating dashboards and reports for management? Creating metrics that can be used for data driven analytics that can improve the performance and efficiency of a company? If so, Qualcomm would like to hear from you! Were looking for a Systems Analyst to join our IT Analytics team to help us create the next generation of analytics initiatives. As a Systems Analyst, you will be accountable for building data-intensive reports and dashboards that are focused on bringing Engineering data together. This position will work with the Hardware and Software Engineering Compute teams and focus on providing analytics that maximize the predictability, efficiency, security, and maintainability of various IT systems and the overall health of the Engineering environment. Responsibilities:
Demonstrate an understanding of business and technical requirements for each assigned project
Demonstrate an understanding of system performance expectations for dashboards and reports being developed
Produce code to meet standards for each assigned task Perform unit testing
Use Big data technologies to enrich and transform data, perform data analytics & create data models for machine learning
Work as part of a team to meet or exceed customer expectations
Follow and demonstrate an understanding of adopted processes/methodologies
Ability to design, develop, maintain and support Engineering Analytics applications
Minimum Qualifications
Experience gathering customer requirements
Experience with Data: understanding it, collecting it, analyzing it, and presenting it
Experience developing and maintaining SQL database queries
Experience developing and maintaining simple XML
Experience viewing and analyzing log files
Troubleshooting

"" id=""hdnMinimumQualifications"">Masters degree in data analysis, plus 2-3yrs experience including:
Experience gathering customer requirements
Experience with Data: understanding it, collecting it, analyzing it, and presenting it
Experience developing and maintaining SQL database queries
Experience developing and maintaining simple XML
Experience viewing and analyzing log files
Troubleshooting

Preferred Qualifications Excellent written and oral communications skills Strong problem solving and analytical skills Strong organizational and time management skills and ability to multi-task Ability to create customer focused solutions Ability to work independently and in a team/collaborative environment
Education Requirements Masters in Computer Science, Information Technology, Mathematics, Data Scientist, Operational Research, Statistics, plus 2-3yrs experience preferred",3.6,Systems Analyst (Big Data), – San Diego, CA,False,True,False,True,False,False,False,False,False,Public, 71,96
575,Est. Salary $50k-$90k,CareDash,1 to 50 employees,Information Technology,Company - Private,"Do you like coming up with creative solutions to challenging problems? Do you want a job where you'll be constantly encouraged to grow and learn, and where you'll apply sophisticated analytical techniques rather than just manipulate Excel spreadsheets all day? CareDash is looking for smart, quantitative people with strong analytical abilities and passionate about data, to join our team in the Spring/Summer of 2017.

At CareDash we apply cutting-edge data analysis to the health and fitness marketing space. Located in Kendall Square, Caredash is a rapidly growing, venture-backed startup surrounded by great food and fun social activities. Were a small, focused team (~25) who come in each day with a goal: To build the best, most engaging, smartest experience that we can with all the tools in our arsenal. As an analytics-driven company, we measure everything and support our decisions (and settle our debates!) with data. Youll actually know how good your gut is - by demographic, device, or any other way you want to break it down.

Please note that Master students are not currently being considered for this position.

Requirements:
You are currently a senior pursuing a Bachelor's in Math, Physics, Economics, Computer Science, or another quantitative field.
You have the flexibility and initiative to contribute in a fast-paced work environment.
You can work both independently and as part of a team.
You like to approach problems from different angles to devise and test creative solutions.
You have coding familiarity and can use statistical packages. Bonus if you have experience with Python, SQL and/or R.
Responsibilities:
Developing, analyzing, and refining performance metrics to drive growth in traffic, revenue, and profit.
Performing statistical analysis and designing multivariate experiments on email templates, landing pages, and user interfaces.
Creating and implementing machine learning algorithms and building probabilistic models to optimize marketing channels.
Extracting actionable insights from (big) data using data mining, statistical modeling, and database techniques.
Things You'll Like About CareDash:
You'll be one of the earliest employees in a start-up poised for rapid growth.
You're required to innovate.
You will join a team of committed analysts, passionate about data-driven decision.
Our work is challenging and fast-paced.
Here at CareDash, we know that experience and qualifications come in many shapes and sizes. We value passion and a willingness to learn. Please consider applying if your experience is close to what we are looking for, as we believe that diversity is a fundamental strength. We are committed to adding new and different perspectives to our team which is why we encourage individuals of all races, ethnicities, religions, ages, sex, genders, sexual orientations and gender identities to apply.",4.6,Quantitative Data Analyst, – Cambridge, MA,True,True,False,True,False,False,False,False,False,Private, 50,90
576,Est. Salary $53k-$68k,1199 National Benefit Fund,,,,,,,,,,,,,,,,,,, 53,68
577,Est. Salary $40k-$50k,FedEx,10000+ employees,Transportation & Logistics,Company - Public (FDX),"Company FedEx Services
Job ID 1805175BR
Title Associate Data Analyst
Address 40 FEDEX PKWY
Address 2 2ND FL HORIZ
City Collierville
State Tennessee
Zip Code 38017
Job Category Information Technology
Overview Want a career where you are empowered to make a difference? Want to work for a company that is environmentally responsible? Want to grow and develop on the job? If so, FedEx is the place for you! Every day FedEx delivers for its customers with transportation and business solutions. FedEx serves more than 220 countries and territories around the globe. We can serve this global network due to our outstanding team of FedEx employees. FedEx has over 300,000 talented employees who are tasked with making every FedEx experience outstanding. FedEx has been recognized on many different lists both for business success and for being a great employer. Here are some of the recognitions FedEx has received from the past couple of years: • FORTUNE Magazine: No. 8 among “World’s Most Admired Companies” and No. 1 in the delivery industry (2014) • Glassdoor, Employees’ Choice Awards: “Top 50 Best Places to Work” (2014) • FORTUNE Magazine: “100 Best Companies to Work For” (2013) • Computerworld: “100 Best Places to Work in IT” (2013) • Corporate Responsibility Magazine ""100 Best Corporate Citizens” (2014) When 300,000 employees around the globe are all working together it is amazing what we can achieve! FedEx connects people and ideas. If you would like to make a difference on a global scale while receiving top notch benefits, competitive pay, and plenty of opportunities to develop, click ‘Apply Now’ and tell us more about yourself.
Position Summary and Essential Duties Under close supervision, designs and implements processes and solutions associated with a wide variety of data sets used for data/text mining,analysis to support informed business decisions. Gains insight into key business and deliverables by examining structured and unstructured data from multiple disparate sources. With guidance, effectively uses current and emerging technologies to evaluate trends and develop actionable insights and recommendations to management, via the information available for analysis. Learning to use data,statistical and quantitative analysis, to drive decision making.
Job Specific Information The incumbent will be expected to work with Data Science professionals across the company and use advanced statistics and mathematics in combination with Hadoop and machine learning to fulfill critical business and project needs.

Knowledge / Skills / Abilities Considered a Plus
Experience with Python, Sql, statistical analysis and math based model development.
Experience with Hive and Hadoop preferred.
Statistics, Math, Computational Science or Engineering background.
Ability to manipulate and analyze data with a scientific approach in order to determine the best and most optimal solution.
Relocation Information Relocation assistance is available for this position.
Qualifications Bachelor's degree in information systems, computer science, or a quantitative discipline such as mathematics, engineering, operations research, economics or finance. Demonstrated knowledge gained through course work or work experience in measurement and analysis, quantitative business problem solving, operations analysis, marketing analysis, simulation development and/or predictive analytics. Proficient in analytics software and applications. Good interpersonal skills. Good written and oral communication skills.
EEO Statement FedEx is an equal opportunity/affirmative action employer (minorities/females/disability/veterans) that is committed to diversifying its workforce.",3.8,Associate Data Analyst, – Collierville, TN,True,False,False,True,False,False,True,False,True,Public, 40,50
578,Est. Salary $54k-$82k,eviCore healthcare,1001 to 5000 employees,Health Care,Company - Private,"Overview:
Under direction of operation leads provides subject matter expertise in collaboration with client services, claims, implementations, clinical, non-clinical, and IT departments to manage new and existing clients real-time and batch exports. Monitors overall exports operations performance including review of internal reports and ad-hoc data analysis associated with complaints or adverse events and identifies ways to improve or enhance operational performance.

Responsibilities:
0-2 years of relevant data analytical experience

Qualifications:
Excellent verbal and written communication skills
Experience with Microsoft Office® Suite – PowerPoint, Excel, Word, and Visio; SQL and other data software experience is desirable",3.0,Data Analyst-Business Ops, – United States,,False,True,False,True,False,False,False,False,False,Private, 54,82
579,Est. Salary $54k-$82k,eviCore healthcare,1001 to 5000 employees,Health Care,Company - Private,"Overview:
eviCore healthcare is seeking an experienced data analyst to join our team and provide meaningful analytics in support of our business integration team by the developing automated reporting and dashboard solutions of core analytic deliverables. Our ideal candidate is a data analytics professional who has supported business analysts and has worked in the healthcare industry before.
Responsibilities:
Mining various data sources and or providing visualization and analysis of complex data structures.
Manage creation and distribution process to ensure all contractual obligations are met with regard to data content and timeliness constraints.
Develop, drive, and track the definition of fundamental metrics impacting eviCore’s ability to convey value to our clients.
Provide support on development of dashboards tracking key metrics of program / provider or client performance.
Establish relationships with all departments and levels of the organization in order to understand the information needs of each.
Assist with any ad hoc requests or special projects that require data analysis.
Perform other work as requested.
Qualifications:
Bachelor’s degree in Business, Finance, Management Information Systems, Computer Science, Mathematics, or relevant experience
3-5 years of experience mining various data sources and or providing visualization and analysis of complex data structures.
Intermediate SQL Experience required
Tableau experience preferred
Experience supporting Business Analysts with reporting preferred
Experience in a managed care organization or healthcare industry strongly preferred
Analyst must possess time management skills, demonstrate the ability to work independently, and possess excellent verbal and written communication skills",3.0,Business Data Analyst, – United States,,False,False,False,True,True,False,False,False,False,Private, 54,82
580,Est. Salary $36k-$56k,T-Cetra,51 to 200 employees,Telecommunications,Company - Private,"Position Summary:
Tcetra is a leader in payment processing in the prepaid wireless industry. Combined with our cutting edge website Vidapay.com, Tcetra serves as a Technology Service Provider to bring carriers and dealers together. Tcetra is tasked to provide a robust dealer experience and also pay timely carrier approved commissions to the dealer. Tcetra is an innovative, growing company and currently carries the majority of US carriers. Dealers have access to Tcetra solutions via multiple platforms all of which include the Vidapay Android mobile application, Vidapay.com website, kiosk, and credit card terminal.
As a Data Reporting Analyst you will play an integral part in providing data visibility to the appropriate departments or external partners. You will also be responsible to help build system checks and monitors for billing processes. You are expected to be self-driven and have a passion for data and reporting. You will be an agent of change and be part of the solution while interacting across multiple departments including; Operations, Sales, Accounting and IT.
Essential Duties / Responsibilities:
Formulate and test queries to build billing system reconciliation checks.
Must get to know tables, schemas, and stored procedures related to assigned business processes.
Must fully understand and keep up to date with consistently changing business processes.
Must be able to find faulty processes and suggest changes.
Must be able to escalate the need to resolve an issue based on severity.
Must be able to multitask projects and tasks and work on highest priority tasks.
Must be able to meet deadlines.
Must be able to see a project from start to finish.
Effective organizational, communication, time-management and interpersonal skills; high attention to detail; ability to handle multiple projects/tasks simultaneously while meeting deadlines.
Must maintain ongoing self-study of MS SQL, Access, Excel.
Must be able to engage with Sales, Business Analyst, and Operation teams to further investigate raised issues.
Must be able to create SQL reports to further provide visibility to Sales, Operations, and Accounting.
Experience / Required Skills:
3-5 years in Microsoft SQL, Microsoft Access, and Microsoft Excel.
Education Requirements:
Bachelor's degree from four-year college or university in related degree area and three to five years of related experience and/or training.",3.2,Data Reporting Analyst, – Dublin, OH,False,True,False,True,False,False,False,False,False,Private, 36,56
